Key,Name_EN,Name_TH,Desc_EN,Desc_TH,RawDesc_EN,RawDesc_TH,Lore_EN,Lore_TH,Category,HeroType,MaxLevel
Se_Star_Vesper_D_AtkSpdWithPenalty,Reckless Fury,โทสะบ้าเลือด,Maximum Health is reduced by 20% but <color=yellow>Attack Speed</color> is increased by 10%<sprite=5>.,พลังชีวิตสูงสุดลดลง 20% แต่ <color=yellow>ความเร็วโจมตี</color> เพิ่มขึ้น 10%<sprite=5>,Maximum Health is reduced by {0} but <color=yellow>Attack Speed</color> is increased by {1}.,พลังชีวิตสูงสุดลดลง {0} แต่ <color=yellow>ความเร็วโจมตี</color> เพิ่มขึ้น {1},,,Destruction,Hero_Vesper,3
Se_Star_Vesper_D_BossHunterAmpWithPenalty,Grand Purpose,เป้าหมายอันยิ่งใหญ่,Maximum Health is reduced by 10% but <color=yellow>Light damage</color> and <color=yellow>Fire damage</color> dealt to Bosses and Hunters is increased by 20%<sprite=5>.,พลังชีวิตสูงสุดลดลง 10% แต่ความเสียหาย<color=yellow>ธาตุแสง</color>และความเสียหาย<color=yellow>ธาตุไฟ</color>ที่สร้างต่อบอสและฮันเตอร์เพิ่มขึ้น 20%<sprite=5>,Maximum Health is reduced by {0} but <color=yellow>Light damage</color> and <color=yellow>Fire damage</color> dealt to Bosses and Hunters is increased by {1}.,พลังชีวิตสูงสุดจะลดลง {0} แต่ <color=yellow>ความเสียหายแสง</color> และ <color=yellow>ความเสียหายไฟ</color> ที่ทำต่อบอสและฮันเตอร์จะเพิ่มขึ้น {1},,,Destruction,Hero_Vesper,3
Se_Star_Vesper_D_ConvertAPToAD,Hammer of Divinity,ค้อนแห่งทวยเทพ,Gain <color=yellow>Attack Damage</color> equal to 25%<sprite=5> of your <color=yellow>Ability Power</color>.,รับ <color=yellow>ความเสียหายจากการโจมตี</color> เท่ากับ 25%<sprite=5> ของ <color=yellow>พลังเวท</color> ของคุณ,Gain <color=yellow>Attack Damage</color> equal to {0} of your <color=yellow>Ability Power</color>.,ได้รับ <color=yellow>พลังโจมตี</color> เท่ากับ {0} ของ <color=yellow>พลังเวท</color> ของคุณ,,,Destruction,Hero_Vesper,4
Se_Star_Vesper_F_BS_AddedDurationPerAtk,Endless Hammering,การทุบตีที่ไม่สิ้นสุด,Each basic attack during <color=yellow>Baptism of the Sun</color> extends its <color=yellow>duration</color> by 0.2 seconds.,การโจมตีปกติแต่ละครั้งระหว่าง <color=yellow>Baptism of the Sun</color> จะขยาย <color=yellow>ระยะเวลา</color> ออกไป 0.2 วินาที,Each basic attack during <color=yellow>Baptism of the Sun</color> extends its <color=yellow>duration</color> by {0} seconds.,การโจมตีปกติแต่ละครั้งในช่วง <color=yellow>Baptism of the Sun</color> จะยืด <color=yellow>ระยะเวลา</color> ออกไป {0} วินาที,,,Flexible,Hero_Vesper,1
Se_Star_Vesper_F_BS_ADWithArmor,"No Pain, No Gain",เจ็บแล้วจำ,"<color=yellow>Baptism of the Sun</color> grants <color=yellow>Attack Damage</color> instead of Attack Speed by the same amount, and grants 10 <color=yellow>Armor</color> for each enemy hit by the initial explosion. Hitting a boss grants 40 Armor instead.",<color=yellow>พิธีบัพติศมาแห่งดวงอาทิตย์</color> มอบ <color=yellow>ความเสียหายจากการโจมตี</color> แทนความเร็วในการโจมตีด้วยปริมาณที่เท่ากัน และมอบ <color=yellow>เกราะ</color> 10 หน่วยสำหรับศัตรูแต่ละตัวที่ถูกโจมตีด้วยการระเบิดเริ่มต้น การโจมตีบอสมอบเกราะ 40 หน่วยแทน,"<color=yellow>Baptism of the Sun</color> grants <color=yellow>Attack Damage</color> instead of Attack Speed by the same amount, and grants {0} <color=yellow>Armor</color> for each enemy hit by the initial explosion. Hitting a boss grants {1} Armor instead.",<color=yellow>พิธีบัพติศมาแห่งดวงตะวัน</color> จะมอบ <color=yellow>ความเสียหายจากการโจมตี</color> แทนความเร็วในการโจมตีด้วยจำนวนที่เท่ากัน และมอบ <color=yellow>เกราะ</color> {0} ให้กับศัตรูแต่ละตัวที่ถูกโจมตีจากการระเบิดเริ่มต้น การโจมตีบอสจะมอบเกราะ {1} แทน,,,Flexible,Hero_Vesper,1
Se_Star_Vesper_F_BS_MovSpd,Invigorating Heat,ความร้อนที่กระปรี้กระเปร่า,<color=yellow>Baptism of the Sun</color> grants <color=yellow>Movement Speed</color> equal to 50% of the Attack Speed bonus.,<color=yellow>การล้างบาปของดวงอาทิตย์</color> มอบ <color=yellow>ความเร็วในการเคลื่อนที่</color> เท่ากับ 50% ของโบนัสความเร็วโจมตี,<color=yellow>Baptism of the Sun</color> grants <color=yellow>Movement Speed</color> equal to {0} of the Attack Speed bonus.,<color=yellow>พิธีบัพติศมาแห่งดวงตะวัน</color> มอบ <color=yellow>ความเร็วเคลื่อนที่</color> เท่ากับ {0} ของโบนัสความเร็วโจมตี,Sweat makes the muscles shine even brighter.,เหงื่อทำให้ออกกำลังกายได้ดียิ่งขึ้นไปอีก,Flexible,Hero_Vesper,1
Se_Star_Vesper_F_CS_ColdDamage,Cold Fury,ความโกรธที่เยือกเย็น,"<color=yellow>Cruel Sun</color>'s damage is converted to Cold damage, the stun duration is increased by 2 seconds, and the Armor it grants is increased by 50%.",ความเสียหายของ <color=yellow>Cruel Sun</color> ถูกแปลงเป็นความเสียหายน้ำแข็ง ระยะเวลาสตันเพิ่มขึ้น 2 วินาที และเกราะที่มอบให้เพิ่มขึ้น 50%,"<color=yellow>Cruel Sun</color>'s damage is converted to Cold damage, the stun duration is increased by {0} seconds, and the Armor it grants is increased by {1}.",<color=yellow>Cruel Sun</color> สร้างความเสียหายเป็นความเสียหายประเภทความเย็น ระยะเวลาสตันเพิ่มขึ้น {0} วินาที และเกราะที่มอบให้เพิ่มขึ้น {1},,,Flexible,Hero_Vesper,1
Se_Star_Vesper_F_CS_LingeringBenefits,Embers,ถ่านไฟคุกรุ่น,The Unstoppable status and Armor bonus from <color=yellow>Cruel Sun</color> persist for 2.5 seconds after channeling ends.,สถานะ Unstoppable และโบนัส Armor จาก <color=yellow>Cruel Sun</color> จะคงอยู่เป็นเวลา 2.5 วินาทีหลังจากสิ้นสุดการร่าย.,The Unstoppable status and Armor bonus from <color=yellow>Cruel Sun</color> persist for {0} seconds after channeling ends.,สถานะ Unstoppable และโบนัส Armor จาก <color=yellow>Cruel Sun</color> จะยังคงอยู่เป็นเวลา {0} วินาทีหลังจากสิ้นสุดการร่าย,,,Flexible,Hero_Vesper,1
Se_Star_Vesper_F_CS_UnlockMoveWithPenalty,Pride Flare,เปลวเพลิงแห่งศักดิ์ศรี,"Increases <color=yellow>Cruel Sun</color>'s damage by 25% and allows you to move while channeling, but you no longer gain an Armor bonus.",เพิ่มความเสียหายของ <color=yellow>Cruel Sun</color> 25% และอนุญาตให้คุณเคลื่อนที่ในขณะร่าย แต่คุณจะไม่ได้รับโบนัสเกราะอีกต่อไป,"Increases <color=yellow>Cruel Sun</color>'s damage by {0} and allows you to move while channeling, but you no longer gain an Armor bonus.",เพิ่มความเสียหายของ <color=yellow>Cruel Sun</color> ขึ้น {0} และทำให้คุณเคลื่อนที่ได้ขณะร่าย แต่คุณจะไม่ได้รับโบนัสเกราะอีกต่อไป,He believes himself closer to the divine than most. But to dismiss it as mere arrogance—he is far too powerful for that.,เขาเชื่อว่าตัวเองเข้าใกล้ความเป็นเทพมากกว่าคนอื่นๆ แต่ถ้าจะมองว่านี่เป็นแค่ความหยิ่งยโสล่ะก็—เขานั้นทรงพลังเกินกว่าจะเป็นเช่นนั้น,Flexible,Hero_Vesper,1
Se_Star_Vesper_F_DP_FarTargetBonus,Momentum,แรงส่ง,"Reduces Maximum Health by 15%, but increases <color=yellow>Discipline</color>'s cast range by 30%. The farther you are from your target, the more your damage and radius increase, up to 100% and 50%.",ลดพลังชีวิตสูงสุดลง 15% แต่เพิ่มระยะร่ายของ <color=yellow>Discipline</color> ขึ้น 30% ยิ่งอยู่ห่างจากเป้าหมายมากเท่าไหร่ ความเสียหายและรัศมีก็จะยิ่งเพิ่มขึ้นเท่านั้น สูงสุด 100% และ 50%,"Reduces Maximum Health by {0}, but increases <color=yellow>Discipline</color>'s cast range by {1}. The farther you are from your target, the more your damage and radius increase, up to {2} and {3}.",ลดพลังชีวิตสูงสุดลง {0} แต่เพิ่มระยะร่ายของ <color=yellow>Discipline</color> ขึ้น {1} ยิ่งอยู่ห่างจากเป้าหมายมากเท่าไหร่ ความเสียหายและรัศมีก็จะเพิ่มมากขึ้นเท่านั้น โดยสูงสุดถึง {2} และ {3},,,Flexible,Hero_Vesper,1
Se_Star_Vesper_F_DP_PointCast,Reckless Leap,กระโจนอย่างบ้าบิ่น,Increases <color=yellow>Discipline</color>'s damage radius by 20% and allows it to be cast without a target.,เพิ่มรัศมีดาเมจของ <color=yellow>วินัย</color> ขึ้น 20% และทำให้ร่ายได้โดยไม่ต้องมีเป้าหมาย,Increases <color=yellow>Discipline</color>'s damage radius by {0} and allows it to be cast without a target.,เพิ่มรัศมีดาเมจของ <color=yellow>Discipline</color> อีก {0} และสามารถร่ายได้โดยไม่ต้องกำหนดเป้าหมาย,,,Flexible,Hero_Vesper,1
Se_Star_Vesper_F_DP_SwitchToMelee,Face-to-Face Judgment,การพิพากษาซึ่งหน้า,"Reduces <color=yellow>Discipline</color>'s cast range by 50%, but grants 1 additional charges and stuns hit enemies for 1 seconds.",ลดระยะการร่ายของ <color=yellow>วินัย</color> ลง 50% แต่จะเพิ่มการชาร์จ 1 ครั้งและทำให้ศัตรูที่โดนโจมตีมึนงงเป็นเวลา 1 วินาที,"Reduces <color=yellow>Discipline</color>'s cast range by {0}, but grants {1} additional charges and stuns hit enemies for {2} seconds.",ลดระยะร่ายของ <color=yellow>Discipline</color> ลง {0} แต่ได้รับจำนวนครั้งเพิ่มเติม {1} ครั้ง และสตันศัตรูที่โดนเป็นเวลา {2} วินาที,,,Flexible,Hero_Vesper,1
Se_Star_Vesper_F_SE_FullOffense,Total Offensive,บุกเต็มสูบ,"Increases the Attack Speed bonus for allies affected by <color=yellow>El's Sanctuary</color> by 50%, and reduces the number of basic attacks needed to trigger the 4th basic attack effect by 1. Does not grant Barrier, Armor, or Unstoppable effects.","เพิ่มโบนัสความเร็วโจมตีสำหรับพันธมิตรที่ได้รับผลจาก <color=yellow>แดนศักดิ์สิทธิ์ของเอล</color> ขึ้น 50% และลดจำนวนการโจมตีพื้นฐานที่ต้องใช้เพื่อเปิดใช้งานเอฟเฟกต์การโจมตีพื้นฐานครั้งที่ 4 ลง 1 ครั้ง จะไม่ได้รับเอฟเฟกต์บาเรีย, เกราะ, หรือยับยั้งไม่ได้","Increases the Attack Speed bonus for allies affected by <color=yellow>El's Sanctuary</color> by {0}, and reduces the number of basic attacks needed to trigger the 4th basic attack effect by {1}. Does not grant Barrier, Armor, or Unstoppable effects.","เพิ่มโบนัสความเร็วโจมตีสำหรับพันธมิตรที่ได้รับผลกระทบจาก <color=yellow>El's Sanctuary</color> ขึ้น {0} และลดจำนวนการโจมตีปกติที่จำเป็นในการเปิดใช้งานเอฟเฟกต์การโจมตีปกติครั้งที่ 4 ลง {1} ไม่มีผลมอบ Barrier, Armor, หรือ Unstoppable ให้",,,Flexible,Hero_Vesper,1
Se_Star_Vesper_F_SE_Invulnerability,Sacred Ground,พื้นที่ศักดิ์สิทธิ์,"Reduces <color=yellow>El's Sanctuary</color>'s duration by 50%, but grants Invulnerability to allies.",ลดระยะเวลาของ <color=yellow>El's Sanctuary</color> ลง 50% แต่ให้สถานะอมตะแก่พันธมิตร,"Reduces <color=yellow>El's Sanctuary</color>'s duration by {0}, but grants Invulnerability to allies.",ลดระยะเวลาของ <color=yellow>El's Sanctuary</color> ลง {0} แต่จะมอบอมตะให้กับพันธมิตร,,,Flexible,Hero_Vesper,1
Se_Star_Vesper_F_SE_PointCast,A Touch of Altruism,สัมผัสแห่งความเห็นแก่ผู้อื่น,Summons <color=yellow>El's Sanctuary</color> at a target location instead of Vesper's position. The cooldown is reduced by 10% for each ally and 3% for each enemy hit by the initial blast.,เรียก <color=yellow>El's Sanctuary</color> ไปยังตำแหน่งเป้าหมายแทนที่จะเป็นตำแหน่งของ Vesper คูลดาวน์จะลดลง 10% สำหรับพันธมิตรแต่ละราย และ 3% สำหรับศัตรูแต่ละตัวที่โดนการระเบิดเริ่มต้น,Summons <color=yellow>El's Sanctuary</color> at a target location instead of Vesper's position. The cooldown is reduced by {0} for each ally and {1} for each enemy hit by the initial blast.,อัญเชิญ <color=yellow>El's Sanctuary</color> ไปยังตำแหน่งเป้าหมายแทนตำแหน่งของ Vesper คูลดาวน์จะลดลง {0} สำหรับพันธมิตรแต่ละราย และ {1} สำหรับศัตรูแต่ละรายที่โดนการระเบิดครั้งแรก,Vesper has a surprisingly soft spot for children. Perhaps an echo of his own troubled childhood?,เวสเปอร์มีความเมตตาต่อเด็กๆ อย่างน่าประหลาดใจ บางทีอาจเป็นเสียงสะท้อนจากวัยเด็กที่ลำบากของเขาเองก็ได้?,Flexible,Hero_Vesper,1
Se_Star_Vesper_I_ShopDiscount,Overwhelming Presence,ตัวตนที่กดดัน,The <color=yellow>Gold price</color> of items sold by Merchants is reduced by 10%<sprite=5>.,ราคา <color=yellow>ทอง</color> ของไอเท็มที่ขายโดยพ่อค้าลดลง 10%<sprite=5>,The <color=yellow>Gold price</color> of items sold by Merchants is reduced by {0}.,ราคา <color=yellow>ทอง</color> ของไอเทมที่ขายโดยพ่อค้าลดลง {0},"Everyone has a plan. That is, until they meet him face to face.",ทุกคนมีแผน นั่นคือจนกว่าพวกเขาจะได้เผชิญหน้ากับเขา,Imagination,Hero_Vesper,4
Se_Star_Vesper_I_StartGold,War Chest,หีบสมบัติสงคราม,Gain 100<sprite=5> <color=yellow>Gold</color> at the start of your adventure.,ได้รับ <color=yellow>ทอง</color> 100<sprite=5> เมื่อเริ่มการผจญภัยของคุณ,Gain {0} <color=yellow>Gold</color> at the start of your adventure.,ได้รับ {0} <color=yellow>ทอง</color> เมื่อเริ่มการผจญภัยของคุณ,,,Imagination,Hero_Vesper,3
Se_Star_Vesper_L_Armor,Trial Survivor,ผู้รอดชีวิตจากบททดสอบ,Increases <color=yellow>Armor</color> by 6<sprite=5>.,เพิ่ม <color=yellow>เกราะ</color> ขึ้น 6<sprite=5>,Increases <color=yellow>Armor</color> by {0}.,เพิ่ม <color=yellow>เกราะ</color> ขึ้น {0},The Order made him walk barefoot through blazing fire and scoop up boiling oil with his bare hands.,"The Order made him walk barefoot through blazing fire and scoop up boiling oil with his bare hands.
The Order made him walk barefoot through blazing fire and scoop up boiling oil with his bare hands.",Life,Hero_Vesper,4
Se_Star_Vesper_L_ArmorOnLowHealth,I Shall Not Waver!,ข้าจะไม่หวั่นไหว!,"When Health is below 35%, gain 10<sprite=5> <color=yellow>Armor</color>.",เมื่อพลังชีวิตต่ำกว่า 35% จะได้รับ 10<sprite=5> <color=yellow>เกราะ</color>,"When Health is below {0}, gain {1} <color=yellow>Armor</color>.",เมื่อพลังชีวิตต่ำกว่า {0} ได้รับ <color=yellow>เกราะ</color> {1},,,Life,Hero_Vesper,3
Se_Star_Vesper_L_EmpowerDodgeShield,Heavy Armor Mastery,ชำนาญเกราะหนัก,Increases the Barrier amount of <color=yellow>Heavy Strike</color> by 45%<sprite=5> and extends its duration by 75%<sprite=5>.,เพิ่มปริมาณเกราะป้องกันของ <color=yellow>Heavy Strike</color> ขึ้น 45%<sprite=5> และขยายระยะเวลาของมันออกไป 75%<sprite=5>,Increases the Barrier amount of <color=yellow>Heavy Strike</color> by {0} and extends its duration by {1}.,เพิ่มปริมาณเกราะป้องกันของ <color=yellow>Heavy Strike</color> ขึ้น {0} และยืดระยะเวลาออกไป {1},,,Life,Hero_Vesper,4
Se_Star_Vesper_L_FireResistance,Heart of the Sun,หัวใจแห่งดวงอาทิตย์,Reduces <color=yellow>Fire damage</color> taken by 30%<sprite=5> and <color=yellow>Burn damage over time</color> taken by 50%<sprite=5>.,ลดความเสียหายจาก <color=yellow>ไฟ</color> 30%<sprite=5> และความเสียหายจาก <color=yellow>การเผาไหม้ตามเวลา</color> 50%<sprite=5>,Reduces <color=yellow>Fire damage</color> taken by {0} and <color=yellow>Burn damage over time</color> taken by {1}.,ลดความเสียหายจาก <color=yellow>ไฟ</color> ที่ได้รับลง {0} และความเสียหายจากการ <color=yellow>เผาไหม้เมื่อเวลาผ่านไป</color> ที่ได้รับลง {1},,,Life,Hero_Vesper,3
Se_Star_Vesper_L_Health,Tough Skin,ผิวหนังทนทาน,Increases <color=yellow>Maximum Health</color> by 80<sprite=5>.,เพิ่ม <color=yellow>พลังชีวิตสูงสุด</color> 80<sprite=5> หน่วย,Increases <color=yellow>Maximum Health</color> by {0}.,เพิ่ม <color=yellow>พลังชีวิตสูงสุด</color> ขึ้น {0},,,Life,Hero_Vesper,4
Se_Star_Vesper_L_ScalingArmor,Rising Faith,ศรัทธาที่พุ่งทะยาน,"Gain 2<sprite=5> <color=yellow>Armor</color> each time you reach level 5, 10, 15, and 20.","ได้รับ <color=yellow>เกราะ</color> 2<sprite=5> ทุกครั้งที่ถึงเลเวล 5, 10, 15 และ 20.","Gain {0} <color=yellow>Armor</color> each time you reach level 5, 10, 15, and 20.","ได้รับ {0} <color=yellow>เกราะ</color> ทุกครั้งที่ถึงระดับ 5, 10, 15 และ 20",,,Life,Hero_Vesper,3
Se_Star_Vesper_L_ScalingHealth,Marvelous Muscles,กล้ามเนื้อสุดวิเศษ,Increases <color=yellow>Maximum Health</color> by 15<sprite=5> each time you level up.,เพิ่ม <color=yellow>พลังชีวิตสูงสุด</color> ขึ้น 15<sprite=5> ทุกครั้งที่คุณเลเวลอัพ,Increases <color=yellow>Maximum Health</color> by {0} each time you level up.,เพิ่ม <color=yellow>พลังชีวิตสูงสุด</color> ขึ้น {0} ทุกครั้งที่เลเวลอัพ,,,Life,Hero_Vesper,3
Se_Star_Vesper_L_SlowSpeedMoreHealth,No Armor Is Too Thick,ไม่มีเกราะใดหนาเกินไป,"Reduces Movement Speed by 20%, but increases <color=yellow>Maximum Health</color> by 14%<sprite=5>.","ลดความเร็วในการเคลื่อนที่ลง 20%, แต่เพิ่ม <color=yellow>พลังชีวิตสูงสุด</color> ขึ้น 14%<sprite=5>","Reduces Movement Speed by {0}, but increases <color=yellow>Maximum Health</color> by {1}.",ลดความเร็วในการเคลื่อนที่ลง {0} แต่เพิ่ม <color=yellow>พลังชีวิตสูงสุด</color> ขึ้น {1},,,Life,Hero_Vesper,3
Se_Star_Yubar_D_APOnDodge,Singularity Reversal,การย้อนกลับภาวะเอกฐาน,Casting <color=yellow>Dodge</color> grants 12%<sprite=5> <color=yellow>Ability Power</color> for 2 seconds.,เมื่อร่าย <color=yellow>Dodge</color> จะมอบ 12%<sprite=5> <color=yellow>พลังเวท</color> เป็นเวลา 2 วินาที,Casting <color=yellow>Dodge</color> grants {0} <color=yellow>Ability Power</color> for {1} seconds.,ร่าย <color=yellow>Dodge</color> มอบ {0} <color=yellow>พลังเวท</color> เป็นเวลา {1} วินาที,,,Destruction,Hero_Yubar,3
Se_Star_Yubar_D_AbilityPower,Starry Sky Tapestry,ผืนผ้าแห่งท้องฟ้าดวงดาว,Increases <color=yellow>Ability Power</color> by 5<sprite=5>.,เพิ่ม <color=yellow>พลังโจมตีสกิล</color> ขึ้น 5<sprite=5>,Increases <color=yellow>Ability Power</color> by {0}.,เพิ่ม <color=yellow>พลังโจมตีสกิล</color> เป็น {0},,,Destruction,Hero_Yubar,4
Se_Star_Yubar_D_ADAPWithPenalty,Glass Cannon,ปืนใหญ่แก้ว,"Gain 5<sprite=5> <color=yellow>Attack Damage</color> and 7<sprite=5> <color=yellow>Ability Power</color>, but your <color=yellow>Maximum Health</color> is reduced by 15%.",รับ <color=yellow>พลังโจมตี</color> 5<sprite=5> และ <color=yellow>พลังเวท</color> 7<sprite=5> แต่ <color=yellow>พลังชีวิตสูงสุด</color> ของคุณลดลง 15%,"Gain {0} <color=yellow>Attack Damage</color> and {1} <color=yellow>Ability Power</color>, but your <color=yellow>Maximum Health</color> is reduced by {2}.",ได้รับ {0} <color=yellow>พลังโจมตี</color> และ {1} <color=yellow>พลังเวท</color> แต่ <color=yellow>พลังชีวิตสูงสุด</color> ของคุณจะลดลง {2},"His body is now nothing more than a fragile vessel. Of course, everyone who thought so has been reduced to a handful of dust.",ร่างกายของเขาตอนนี้เป็นเพียงแค่ภาชนะที่บอบบางเท่านั้น แน่นอนว่าทุกคนที่คิดเช่นนั้นได้กลายเป็นธุลีไปแล้ว,Destruction,Hero_Yubar,3
Se_Star_Yubar_D_APPerLightSkill,Starlit Gaze,สายตาแห่งแสงดาว,Gain 2<sprite=5> <color=yellow>Ability Power</color> for each <color=yellow>Light damage Memory</color> you possess.,ได้รับ <color=yellow>พลังโจมตี</color> 2<sprite=5> ต่อ <color=yellow>ความทรงจำความเสียหายแสง</color> ที่คุณมี,Gain {0} <color=yellow>Ability Power</color> for each <color=yellow>Light damage Memory</color> you possess.,ได้รับ {0} <color=yellow>พลังโจมตีสกิล</color> สำหรับทุก <color=yellow>เมมโมรี่ความเสียหายแสง</color> ที่คุณมี,,,Destruction,Hero_Yubar,4
Se_Star_Yubar_D_BonusDamageToLight,Starlit Eyes,ดวงตาแห่งแสงดาว,Increases all damage dealt to enemies with 5 or more stacks of <color=yellow>Light</color> by 10%<sprite=5>.,เพิ่มความเสียหายทั้งหมดที่ทำต่อศัตรูที่มีสถานะ <color=yellow>Light</color> สะสม 5 ครั้งขึ้นไป 10%<sprite=5>,Increases all damage dealt to enemies with 5 or more stacks of <color=yellow>Light</color> by {0}.,เพิ่มความเสียหายทั้งหมดที่ทำกับศัตรูที่มีสถานะ <color=yellow>Light</color> 5 ครั้งขึ้นไปขึ้น {0},,,Destruction,Hero_Yubar,3
Se_Star_Yubar_D_ConvertADToAP,Eclipse,สุริยคราส,Gain <color=yellow>Ability Power</color> equal to 25%<sprite=5> of your <color=yellow>Attack Damage</color>.,ได้รับ <color=yellow>พลังเวท</color> เท่ากับ 25%<sprite=5> ของ <color=yellow>พลังโจมตี</color> ของคุณ,Gain <color=yellow>Ability Power</color> equal to {0} of your <color=yellow>Attack Damage</color>.,ได้รับ <color=yellow>พลังเวท</color> เท่ากับ {0} ของ <color=yellow>พลังโจมตี</color> ของคุณ,,,Destruction,Hero_Yubar,3
Se_Star_Yubar_D_ScalingAP,Dazzling Meteor,ดาวตกเจิดจรัส,"Gain 3<sprite=5> <color=yellow>Ability Power</color> each time you reach levels 5, 10, 15, and 20.","ได้รับ 3<sprite=5> <color=yellow>พลังโจมตี</color> ทุกครั้งที่ถึงเลเวล 5, 10, 15 และ 20","Gain {0} <color=yellow>Ability Power</color> each time you reach levels 5, 10, 15, and 20.","ได้รับ {0} <color=yellow>พลังเวท</color> ทุกครั้งที่ถึงเลเวล 5, 10, 15 และ 20",,,Destruction,Hero_Yubar,4
Se_Star_Yubar_D_SkillHaste,Stellar Flow,กระแสแห่งดวงดาว,Increases <color=yellow>Memory Haste</color> by 5<sprite=5>.,เพิ่ม <color=yellow>ความเร่งความจำ</color> 5<sprite=5>,Increases <color=yellow>Memory Haste</color> by {0}.,เพิ่ม <color=yellow>ความรวดเร็วของความทรงจำ</color> ขึ้น {0},,,Destruction,Hero_Yubar,4
Se_Star_Yubar_F_CC_DamageOverTime,Burning Meteor,ดาวตกเพลิง,"The impact site of <color=yellow>Cataclysm</color>'s meteor burns, dealing 100% of the meteor's damage to enemies over 2 seconds.",จุดที่อุกกาบาตของ <color=yellow>Cataclysm</color> ตกกระทบจะลุกไหม้ สร้างความเสียหาย 100% ของอุกกาบาตแก่ศัตรูเป็นเวลา 2 วินาที,"The impact site of <color=yellow>Cataclysm</color>'s meteor burns, dealing 100% of the meteor's damage to enemies over 2 seconds.",บริเวณที่อุกกาบาตของ <color=yellow>ภัยพิบัติ</color> ตกกระทบจะเกิดการเผาไหม้ สร้างความเสียหาย 100% ของความเสียหายอุกกาบาตแก่ศัตรูเป็นเวลา 2 วินาที,,,Flexible,Hero_Yubar,1
Se_Star_Yubar_F_CC_IncreaseAD,Choosing Violence,เลือกความรุนแรง,<color=yellow>Cataclysm</color> increases Yubar's Attack Damage and Attack Speed instead of Ability Power.,<color=yellow>ภัยพิบัติ</color>จะเพิ่มความเสียหายจากการโจมตีและความเร็วในการโจมตีของยูบาร์แทนที่จะเป็นพลังเวท,<color=yellow>Cataclysm</color> increases Yubar's Attack Damage and Attack Speed instead of Ability Power.,<color=yellow>Cataclysm</color> เพิ่มความเสียหายจากการโจมตีและความเร็วในการโจมตีของยูบาร์ แทนที่จะเป็นพลังเวทมนตร์,He seems slightly irritated by mortals who keep confusing his gender.,การทดลองและการตรวจสอบจะต้องละเอียดถี่ถ้วนเสมอ ความเจ็บปวดหรือชีวิตของกลุ่มทดลองเป็นเพียงข้อพิจารณาอันดับรองสำหรับเธอเท่านั้น,Flexible,Hero_Yubar,1
Se_Star_Yubar_F_CC_LongerDuration,Power Focus,เพ่งสมาธิพลัง,<color=yellow>Cataclysm</color>'s duration is increased by 50%.,<color=yellow>Cataclysm</color> มีระยะเวลาเพิ่มขึ้น 50%,<color=yellow>Cataclysm</color>'s duration is increased by {0}.,<color=yellow>Cataclysm</color> มีระยะเวลาเพิ่มขึ้น {0},,,Flexible,Hero_Yubar,1
Se_Star_Yubar_F_EI_AutoExplosion,Unstable Ether,อีเธอร์ที่ไม่เสถียร,"<color=yellow>Ether's Influence</color>'s explosion damage is reduced by 60% and can no longer be detonated manually, but it now explodes automatically on hit.",ความเสียหายจากการระเบิดของ <color=yellow>อิทธิพลแห่งอีเธอร์</color> ลดลง 60% และไม่สามารถจุดชนวนด้วยตนเองได้อีกต่อไป แต่ตอนนี้มันจะระเบิดโดยอัตโนมัติเมื่อโดนเป้าหมาย,"<color=yellow>Ether's Influence</color>'s explosion damage is reduced by {0} and can no longer be detonated manually, but it now explodes automatically on hit.",<color=yellow>อิทธิพลของอีเทอร์</color>สร้างความเสียหายจากการระเบิดลดลง {0} และไม่สามารถจุดชนวนด้วยตนเองได้อีกต่อไป แต่ตอนนี้จะระเบิดโดยอัตโนมัติเมื่อโดนเป้าหมาย,,,Flexible,Hero_Yubar,1
Se_Star_Yubar_F_EI_BiggerExplosion,Explosive Confidence,ความมั่นใจที่ปะทุ,<color=yellow>Ether's Influence</color>'s explosion radius is increased by 25%.,ระเบิดของ <color=yellow>อิทธิพลของอีเธอร์</color> มีรัศมีการระเบิดเพิ่มขึ้น 25%,<color=yellow>Ether's Influence</color>'s explosion radius is increased by {0}.,<color=yellow>อิทธิพลของอีเธอร์</color>มีรัศมีการระเบิดเพิ่มขึ้น {0},,,Flexible,Hero_Yubar,1
Se_Star_Yubar_F_EI_NoRootMoreDamage,Flow Reversal,การไหลย้อนกลับ,<color=yellow>Ether's Influence</color> no longer roots enemies but its explosion damage is increased by 50%.,<color=yellow>อิทธิพลของอีเทอร์</color> จะไม่ตรึงศัตรูอีกต่อไป แต่ความเสียหายจากการระเบิดจะเพิ่มขึ้น 50%,<color=yellow>Ether's Influence</color> no longer roots enemies but its explosion damage is increased by {0}.,<color=yellow>อิทธิพลของอีเธอร์</color> จะไม่ทำให้ศัตรูถูกตรึงอีกต่อไป แต่ความเสียหายจากการระเบิดจะเพิ่มขึ้น {0},,,Flexible,Hero_Yubar,1
