Key,Name_EN,Name_TH,Desc_EN,Desc_TH,RawDesc_EN,RawDesc_TH,Lore_EN,Lore_TH,Rarity,Tags,AchievementName_EN,AchievementName_TH,AchievementDesc_EN,AchievementDesc_TH
Gem_C_Sharp,Essence of Sharpness,แก่นแท้แห่งความคมกล้า,<color=yellow>Casting</color> this Memory fires 5 arrows that deal <sprite=1><color=#16D7FF>90%</color><sprite=5> <color=yellow>damage</color> to random enemies.,<color=yellow>ร่าย</color>ความทรงจำนี้จะยิงลูกธนู 5 ดอก สร้าง<sprite=1><color=#16D7FF>90%</color><sprite=5> <color=yellow>ดาเมจ</color>ใส่ศัตรูแบบสุ่ม,<color=yellow>Casting</color> this Memory fires {0} arrows that deal {1} <color=yellow>damage</color> to random enemies.,<color=yellow>เมื่อใช้</color>ความทรงจำนี้จะยิงลูกธนู {0} ดอกที่สร้าง<color=yellow>ความเสียหาย</color> {1} ให้กับศัตรูแบบสุ่ม,,,Common,,,,,
Gem_C_Shatter,Essence of Shatter,แก่นแท้แห่งการแหลกสลาย,"Every 10 seconds, the <color=yellow>cast</color> of this Memory is <color=yellow>empowered</color>. Damage dealt to enemies by the <color=yellow>empowered cast</color> is increased by 40%<sprite=5>. If it deals <color=yellow>Light damage</color>, it is increased by 72%<sprite=5> instead.","ทุก 10 วินาที, การ<color=yellow>ร่าย</color>ของ Memory นี้จะ<color=yellow>เสริมพลัง</color> ความเสียหายที่สร้างแก่ศัตรูโดย<color=yellow>การร่ายที่เสริมพลัง</color>จะเพิ่มขึ้น 40%<sprite=5> หากสร้าง<color=yellow>ความเสียหายแสง</color> จะเพิ่มขึ้น 72%<sprite=5> แทน","Every {0} seconds, the <color=yellow>cast</color> of this Memory is <color=yellow>empowered</color>. Damage dealt to enemies by the <color=yellow>empowered cast</color> is increased by {1}. If it deals <color=yellow>Light damage</color>, it is increased by {2} instead.",ทุก {0} วินาที การ <color=yellow>ร่าย</color> ของ Memory นี้จะถูก <color=yellow>เสริมพลัง</color> ความเสียหายที่ทำต่อศัตรูจากการ <color=yellow>ร่ายที่เสริมพลัง</color> จะเพิ่มขึ้น {1} หากทำ <color=yellow>ความเสียหายแสง</color> จะเพิ่มขึ้น {2} แทน,"As a collector of stories, I simply gather tales. My role and my destiny are to follow a predetermined path from beginning to end. Just as Sisyphus in the old legend came to love his boulder, I have accepted my fate as well.\n\nBut you have always been different. You refuse to let your story follow the path set out for you. Whenever I hear you say, ""Just because we were born this way does not mean we must live only that way,"" I feel a small crack forming in my storybook.\n\nDo not misunderstand. This crack is not unpleasant. In fact, it fascinates me. Among the countless stories racing toward their fixed endings, yours is the only one whose next page I cannot predict.\n\nI am eager to see what ending your stubborn defiance will bring. That final chapter may become the most treasured piece in my entire collection.","ในฐานะนักสะสมเรื่องเล่า หน้าที่ของฉันคือการรวบรวมเรื่องราวเท่านั้น บทบาทและโชคชะตาของฉันคือการเดินตามเส้นทางที่กำหนดไว้ตั้งแต่ต้นจนจบ เช่นเดียวกับซิซิฟัสในตำนานเก่าแก่ที่หลงรักก้อนหินของเขา ฉันก็ได้ยอมรับชะตากรรมของฉันเช่นกัน\n\nแต่คุณแตกต่างออกไปเสมอ คุณปฏิเสธที่จะให้เรื่องราวของคุณเดินตามเส้นทางที่กำหนดไว้ให้ ทุกครั้งที่ฉันได้ยินคุณพูดว่า ""เพียงเพราะเราเกิดมาแบบนี้ ไม่ได้หมายความว่าเราจะต้องใช้ชีวิตเพียงแค่แบบนั้น"" ฉันรู้สึกเหมือนมีรอยแตกเล็กๆ ก่อตัวขึ้นในสมุดเรื่องราวของฉัน\n\nอย่าเข้าใจผิด รอยแตกนี้ไม่ได้ไม่เป็นที่พอใจ อันที่จริงมันทำให้ฉันทึ่ง ในบรรดาเรื่องราวที่นับไม่ถ้วนซึ่งกำลังมุ่งหน้าไปยังจุดจบที่แน่นอน มีเพียงเรื่องราวของคุณเท่านั้นที่หน้าถัดไปฉันไม่สามารถคาดเดาได้\n\nฉันกระตือรือร้นที่จะเห็นว่าความดื้อรั้นของคุณจะนำมาซึ่งจุดจบแบบใด บทสุดท้ายนั้นอาจกลายเป็นชิ้นส่วนที่ล้ำค่าที่สุดในคอลเลกชันทั้งหมดของฉัน",Common,Light,,,,
Gem_C_Sulfur,Essence of Sulfur,แก่นสารกำมะถัน,All <color=yellow>damage</color> dealt by this Memory is increased by 15%<sprite=5> and converted to <color=yellow>Fire damage</color>. Your Fire damage over time is increased by 50%<sprite=5>.,<color=yellow>ความเสียหาย</color>ทั้งหมดที่ Memory นี้มอบให้เพิ่มขึ้น 15%<sprite=5> และแปลงเป็น <color=yellow>ความเสียหายไฟ</color> ความเสียหายไฟที่สร้างต่อเนื่องของคุณเพิ่มขึ้น 50%<sprite=5>,All <color=yellow>damage</color> dealt by this Memory is increased by {0} and converted to <color=yellow>Fire damage</color>. Your Fire damage over time is increased by {1}.,ความ<color=yellow>เสียหาย</color>ทั้งหมดที่เกิดจาก Memory นี้เพิ่มขึ้น {0} และเปลี่ยนเป็น<color=yellow>ความเสียหายไฟ</color> ความเสียหายไฟที่เกิดต่อเนื่องของคุณเพิ่มขึ้น {1},,,Common,Fire,,,,
Gem_C_Talc,Essence of Talc,แก่นสารแห่งทัลค์,"Every 10 seconds, the <color=yellow>cast</color> of this Memory is <color=yellow>empowered</color>. The initial damage dealt to each enemy by the <color=yellow>empowered cast</color> is increased by <sprite=1><color=#16D7FF>400%</color><sprite=5>.",ทุก 10 วินาที การ<color=yellow>ร่าย</color>ของ Memory นี้จะถูก<color=yellow>เสริมพลัง</color> ความเสียหายเริ่มต้นที่สร้างแก่ศัตรูแต่ละตัวจากการ<color=yellow>ร่ายที่เสริมพลัง</color>จะเพิ่มขึ้น <sprite=1><color=#16D7FF>400%</color><sprite=5>,"Every {0} seconds, the <color=yellow>cast</color> of this Memory is <color=yellow>empowered</color>. The initial damage dealt to each enemy by the <color=yellow>empowered cast</color> is increased by {1}.","ทุก {0} วินาที, การ <color=yellow>ร่าย</color> ของ Memory นี้จะ <color=yellow>เสริมพลัง</color> ความเสียหายเริ่มต้นที่ถูกทำต่อศัตรูแต่ละตัวโดย <color=yellow>การร่ายที่เสริมพลัง</color> จะเพิ่มขึ้น {1}","An essence condensed from unripe chestnut shells and the thick chalkiness of chalk dust.\n\nThose who accept this concept can draw on its unpleasant power, but having to do so would truly be unfortunate.",แก่นแท้ที่ถูกควบแน่นจากเปลือกเกาลัดที่ยังไม่สุกและความหนาที่เหมือนชอล์กของฝุ่นชอล์ก\n\nผู้ที่ยอมรับแนวคิดนี้สามารถดึงพลังที่ไม่พึงประสงค์ของมันมาใช้ได้ แต่การต้องทำเช่นนั้นคงเป็นเรื่องที่โชคร้ายอย่างแท้จริง,Common,,,,,
Gem_C_Vengeance,Essence of Vengeance,สาระแห่งการล้างแค้น,"When you take any damage, fire 2 blades that deal <sprite=1><color=#16D7FF>102%</color><sprite=5> <color=yellow>damage</color> to nearby enemies. After taking damage, this Memory's <color=yellow>damage</color> and <color=yellow>healing</color> are increased by 34%<sprite=5> for 5 seconds.",เมื่อคุณได้รับความเสียหาย จะยิงใบมีด 2 อันที่สร้าง <sprite=1><color=#16D7FF>102%</color><sprite=5> <color=yellow>ดาเมจ</color> แก่ศัตรูที่อยู่ใกล้เคียง หลังจากได้รับความเสียหายแล้ว <color=yellow>ดาเมจ</color> และ <color=yellow>การรักษา</color> ของ Memory นี้จะเพิ่มขึ้น 34%<sprite=5> เป็นเวลา 5 วินาที,"When you take any damage, fire {0} blades that deal {1} <color=yellow>damage</color> to nearby enemies. After taking damage, this Memory's <color=yellow>damage</color> and <color=yellow>healing</color> are increased by {2} for {3} seconds.",เมื่อคุณได้รับความเสียหายใดๆ จะยิงใบมีด {0} อัน สร้างความเสียหาย <color=yellow>{1}</color> แก่ศัตรูที่อยู่ใกล้เคียง หลังจากได้รับความเสียหาย ความเสียหายและพลัง <color=yellow>การรักษา</color> ของ Memory นี้จะเพิ่มขึ้น {2} เป็นเวลา {3} วินาที,,,Rare,Heal,Taste of Their Own Medicine,ได้รับผลกรรมที่ตัวเองทำไว้,Defeat the Demon of the Forest by clawing it.,
Gem_C_Void,Essence of the Void,แก่นแท้แห่งความว่างเปล่า,"After casting this Memory, your next <color=yellow>attack</color> within 4 seconds explodes, dealing <sprite=2><color=#FF8A2D>150%</color><sprite=5> <color=yellow>Dark Damage</color> to the target and nearby enemies.","หลังจากร่ายความทรงจำนี้, <color=yellow>การโจมตี</color>ครั้งถัดไปของคุณภายใน 4 วินาทีจะระเบิด, สร้าง <sprite=2><color=#FF8A2D>150%</color><sprite=5> <color=yellow>ความเสียหายความมืด</color> แก่เป้าหมายและศัตรูที่อยู่ใกล้เคียง","After casting this Memory, your next <color=yellow>attack</color> within {0} seconds explodes, dealing {1} <color=yellow>Dark Damage</color> to the target and nearby enemies.",หลังจากร่าย Memory นี้แล้ว การโจมตี <color=yellow>ครั้งต่อไป</color> ของคุณภายใน {0} วินาทีจะระเบิด สร้างความเสียหาย <color=yellow>ความมืด</color> {1} แก่เป้าหมายและศัตรูที่อยู่ใกล้เคียง,"At the tip of the hollow puppet's blade,\na faint dark energy gathers.\n\nIt is not preparation for the next strike.\nIt is merely a manifestation of emptiness,\nrevealing the nothingness within.\n\nParadoxically,\nthe puppet's sword cuts through enemies\nwith sharper, more explosive force.\n\nLike a fleeting struggle\ntoward a void that can never be filled.","ที่ปลายใบมีดของหุ่นเชิดกลวงโบ๋
พลังงานความมืดจาง ๆ ได้รวมตัวกัน

มันไม่ใช่การเตรียมการสำหรับการโจมตีครั้งต่อไป
แต่มันเป็นเพียงการสำแดงความว่างเปล่า
เผยให้เห็นความไม่มีอยู่ภายใน

ในทางกลับกัน
ดาบของหุ่นเชิดก็ยังสามารถตัดผ่านศัตรู
ด้วยแรงที่คมและรุนแรงยิ่งขึ้น

ราวกับการต่อสู้อันรวดเร็ว
มุ่งหน้าสู่ความว่างเปล่าที่ไม่มีวันเติมเต็มได้",Common,Dark,,,,
Gem_C_Wind,Essence of Wind,แก่นวายุ,Casting this Memory increases <color=yellow>Attack Speed</color> by 33%<sprite=5> for 5 seconds.,เมื่อร่าย Memory นี้ จะเพิ่ม <color=yellow>ความเร็วโจมตี</color> ขึ้น 33%<sprite=5> เป็นเวลา 5 วินาที,Casting this Memory increases <color=yellow>Attack Speed</color> by {0} for {1} seconds.,การร่ายความทรงจำนี้จะเพิ่ม <color=yellow>ความเร็วโจมตี</color> ขึ้น {0} เป็นเวลา {1} วินาที,,,Common,,,,,
Gem_E_Aftershock,Essence of Aftershock,แก่นแท้แห่งอาฟเตอร์ช็อก,"<color=yellow>Casting</color> this Memory releases a delayed <color=yellow>shockwave</color> that deals <sprite=1><color=#16D7FF>200%</color><sprite=5> <color=yellow>Cold damage</color> to enemies around you and <color=yellow>stuns</color> them for 0.5 seconds.\nFor each enemy hit by this <color=yellow>shockwave</color>, you gain 4<sprite=5> <color=yellow>Armor</color>, up to a maximum of 22<sprite=5> <color=yellow>Armor</color>. When hitting a <color=yellow>boss</color>, you gain the maximum <color=yellow>Armor</color>. This Armor lasts until you <color=yellow>cast</color> this Memory again.",<color=yellow>ร่าย</color>ความทรงจำนี้จะปล่อย<color=yellow>คลื่นกระแทก</color>ที่ล่าช้าออกไป ซึ่งสร้าง<sprite=1><color=#16D7FF>200%</color><sprite=5> <color=yellow>ความเสียหายน้ำแข็ง</color>แก่ศัตรูรอบตัวคุณและ<color=yellow>สตัน</color>พวกเขานาน 0.5 วินาที\nสำหรับศัตรูแต่ละตัวที่โดน<color=yellow>คลื่นกระแทก</color>นี้ คุณจะได้รับ 4<sprite=5> <color=yellow>เกราะ</color> สูงสุด 22<sprite=5> <color=yellow>เกราะ</color> เมื่อโจมตี<color=yellow>บอส</color> คุณจะได้รับ<color=yellow>เกราะ</color>สูงสุด <color=yellow>เกราะ</color>นี้จะคงอยู่จนกว่าคุณจะ<color=yellow>ร่าย</color>ความทรงจำนี้อีกครั้ง,"<color=yellow>Casting</color> this Memory releases a delayed <color=yellow>shockwave</color> that deals {0} <color=yellow>Cold damage</color> to enemies around you and <color=yellow>stuns</color> them for {1} seconds.\nFor each enemy hit by this <color=yellow>shockwave</color>, you gain {2} <color=yellow>Armor</color>, up to a maximum of {3} <color=yellow>Armor</color>. When hitting a <color=yellow>boss</color>, you gain the maximum <color=yellow>Armor</color>. This Armor lasts until you <color=yellow>cast</color> this Memory again.",การ<color=yellow>ร่าย</color>ความทรงจำนี้จะปล่อย<color=yellow>คลื่นกระแทก</color>ที่หน่วงเวลา ซึ่งสร้าง<color=yellow>ความเสียหายน้ำแข็ง</color> {0} แก่ศัตรูรอบตัวคุณ และ<color=yellow>สตัน</color>พวกมันเป็นเวลา {1} วินาที\nสำหรับศัตรูแต่ละตัวที่โดน<color=yellow>คลื่นกระแทก</color>นี้ คุณจะได้รับ<color=yellow>เกราะ</color> {2} สูงสุดที่ {3} <color=yellow>เกราะ</color> เมื่อโจมตี<color=yellow>บอส</color> คุณจะได้รับ<color=yellow>เกราะ</color>สูงสุด เกราะนี้จะคงอยู่จนกว่าคุณจะ<color=yellow>ร่าย</color>ความทรงจำนี้อีกครั้ง,,,Epic,,,,,
Gem_E_Blossom,Essence of Blossoming,แก่นแท้แห่งการผลิบาน,"This Memory deals 70% less <color=yellow>damage</color> to enemies. When it deals <color=yellow>damage</color>, it <color=yellow>heals</color> a random nearby ally for 22%<sprite=5> of the <color=yellow>damage dealt</color>.",ความทรงจำนี้สร้างความ<color=yellow>เสียหาย</color>ต่อศัตรูลดลง 70% เมื่อสร้างความ<color=yellow>เสียหาย</color> มันจะ<color=yellow>ฟื้นฟู</color>ให้พันธมิตรที่อยู่ใกล้เคียงแบบสุ่ม 22%<sprite=5> ของ<color=yellow>ความเสียหายที่ทำได้</color>,"This Memory deals {0} less <color=yellow>damage</color> to enemies. When it deals <color=yellow>damage</color>, it <color=yellow>heals</color> a random nearby ally for {1} of the <color=yellow>damage dealt</color>.",ความทรงจำนี้สร้างความเสียหายแก่ศัตรูน้อยลง {0} เมื่อสร้างความเสียหาย จะ<color=yellow>ฟื้นฟู</color>พันธมิตรแบบสุ่มที่อยู่ใกล้เคียงเป็น {1} ของ<color=yellow>ความเสียหายที่สร้าง</color>,"Early dawn, and the rain is falling.\nIt reminds me of that day, when we bloomed flowers together.\n\nI wanted to create a pure white flower, like the quiet dawn.\nA child like a lantern, holding all the forest's order and tranquility.\n\nBut you, crouched beside me watching, suddenly grumbled.\nThen you carelessly scattered deep purple like a storm, and playfully painted over it with lightning-yellow.\n\nI scolded you, and you only laughed.\nI truly believed my perfect plan had been ruined by your chaos.\n\nBut the next morning, when we looked at that flower together...\nOver the pure white serenity, your riotous colors flowed like a living river.\n\nOnly then did I understand.\nYes, the forest's true beauty requires both my order and your chaos, intertwined.\nOnly then does it become complete.\n\n...\nThe rain... seeps into my mask.\nToday, more than ever, I wish I could see\nyour mischievous eyes again.",ยามเช้ามืดและฝนกำลังตก\nมันทำให้ฉันนึกถึงวันนั้นที่เราปลูกดอกไม้ด้วยกัน\n\nฉันอยากจะสร้างดอกไม้สีขาวบริสุทธิ์เหมือนยามรุ่งอรุณที่เงียบสงบ\nเด็กน้อยที่เหมือนตะเกียง ซึ่งกุมความสงบและความเป็นระเบียบทั้งหมดของป่าเอาไว้\n\nแต่เธอที่นั่งยองๆ ข้างๆ ฉันพลางมองดู ก็เริ่มบ่นขึ้นมาอย่างกะทันหัน\nจากนั้นเธอก็สาดสีม่วงเข้มราวกับพายุอย่างไม่ระมัดระวัง แล้วแต่งแต้มด้วยสีเหลืองดุจสายฟ้าอย่างสนุกสนาน\n\nฉันตำหนิเธอ และเธอก็แค่หัวเราะ\nฉันเชื่ออย่างแท้จริงว่าแผนการที่สมบูรณ์แบบของฉันถูกความวุ่นวายของเธอทำลายลง\n\nแต่เช้าวันรุ่งขึ้น เมื่อเรามองดูดอกไม้นั้นด้วยกัน...\nเหนือความสงบสุขสีขาวบริสุทธิ์นั้น สีสันที่บ้าคลั่งของเธอก็ไหลราวกับแม่น้ำที่มีชีวิต\n\nตอนนั้นเองที่ฉันเข้าใจ\nใช่ ความงามที่แท้จริงของป่าจำเป็นต้องมีทั้งความเป็นระเบียบของฉันและความวุ่นวายของเธอที่พันเกี่ยวกัน\nเมื่อนั้นมันถึงจะสมบูรณ์\n\n...\nสายฝน... ซึมผ่านหน้ากากของฉัน\nวันนี้ ยิ่งกว่าวันไหนๆ ฉันหวังว่าจะได้เห็น\nดวงตาซุกซนของเธออีกครั้ง,Epic,Heal,Support Specialist,ผู้เชี่ยวชาญด้านการสนับสนุน,Have 4 healing Active Memories at once.,
Gem_E_Clemency,Essence of Clemency,แก่นสารแห่งความกรุณา,<color=yellow>Restore</color> <color=yellow>your</color> Health for 4%<sprite=5> of the <color=yellow>damage</color> dealt by this Memory.,<color=yellow>ฟื้นฟู</color> <color=yellow>พลังชีวิต</color> 4%<sprite=5> ของ <color=yellow>ดาเมจ</color> ที่สร้างด้วย Memory นี้,<color=yellow>Restore</color> <color=yellow>your</color> Health for {0} of the <color=yellow>damage</color> dealt by this Memory.,<color=yellow>ฟื้นฟู</color> <color=yellow>พลังชีวิต</color>เป็น {0} ของ <color=yellow>ความเสียหาย</color> ที่เกิดจาก Memory นี้,,,Epic,Heal,,,,
Gem_E_Crimson,Essence of Crimson,แก่นแท้แห่งสีแดงเข้ม,"Every 4th <color=yellow>Basic Attack</color> becomes <color=yellow>empowered</color>, triggering a <color=yellow>Crimson Explosion</color> that deals <sprite=2><color=#FF8A2D>100%</color><sprite=5> <color=yellow>Dark Damage</color> to enemies. The explosion radius scales with your <color=yellow>Critical Strike Chance</color>.\nYou <color=yellow>restore</color> <sprite=2><color=#FF8A2D>22%</color><sprite=5> Health for each enemy hit by the explosion, increased by 100% if the target is a <color=yellow>Boss</color>.",การ<color=yellow>โจมตีปกติ</color>ทุกครั้งที่ 4 จะ<color=yellow>เสริมพลัง</color> ทำให้เกิด<color=yellow>ระเบิดสีชาด</color>ที่สร้าง<sprite=2><color=#FF8A2D>100%</color><sprite=5> <color=yellow>ความเสียหายความมืด</color>แก่ศัตรู รัศมีการระเบิดจะเพิ่มขึ้นตาม<color=yellow>โอกาสคริติคอล</color>ของคุณ\nคุณ<color=yellow>ฟื้นฟู</color> <sprite=2><color=#FF8A2D>22%</color><sprite=5> พลังชีวิตสำหรับศัตรูแต่ละตัวที่ถูกระเบิด และเพิ่มขึ้น 100% หากเป้าหมายเป็น<color=yellow>บอส</color>,"Every 4th <color=yellow>Basic Attack</color> becomes <color=yellow>empowered</color>, triggering a <color=yellow>Crimson Explosion</color> that deals {0} <color=yellow>Dark Damage</color> to enemies. The explosion radius scales with your <color=yellow>Critical Strike Chance</color>.\nYou <color=yellow>restore</color> {1} Health for each enemy hit by the explosion, increased by {2} if the target is a <color=yellow>Boss</color>.",ทุกการโจมตีปกติครั้งที่ 4 จะ<color=yellow>เสริมพลัง</color> ทำให้เกิด<color=yellow>การระเบิดโลหิต</color>ที่สร้าง<color=yellow>ความเสียหายมืด</color> {0} แก่ศัตรู รัศมีระเบิดจะเพิ่มขึ้นตาม<color=yellow>โอกาสคริติคอล</color>ของคุณ\nคุณจะ<color=yellow>ฟื้นฟู</color> {1} พลังชีวิตต่อศัตรูแต่ละตัวที่ถูกระเบิด และจะเพิ่มขึ้นอีก {2} หากเป้าหมายเป็น<color=yellow>บอส</color>,"I opened my eyes. The trance had ended.\nEvery joint in my body creaks and groans, yet I feel no pain.\n\nFragments of memory drift across my hazy consciousness.\nThe Puppeteer. The client. And the failed contract...\nThese faint pieces come together at... my master's familiar estate.\n\nRed. Everything is red.\nWhat's this at my feet? Ah, it was a person.\n\nCrimson.\n\nDid I create this? This sea of red?\nIndeed, a mountain of corpses in an ocean of blood...\n\nBut why?\nWhy does my heart remain still, without a single ripple?",ฉันลืมตา การเข้าภวังค์ได้สิ้นสุดลงแล้ว\nทุกข้อต่อในร่างกายของฉันมีเสียงเอี๊ยดอ๊าด แต่ฉันไม่รู้สึกเจ็บปวด\n\nเสี้ยวส่วนความทรงจำล่องลอยอยู่ในจิตสำนึกที่พร่ามัวของฉัน\nพวกร่วมเล่นหุ่นเชิด ลูกค้า และสัญญาที่ล้มเหลว...\nชิ้นส่วนที่เลือนรางเหล่านี้มารวมกันที่... คฤหาสน์ที่คุ้นเคยของอาจารย์ของฉัน\n\nสีแดง ทุกอย่างเป็นสีแดง\nอะไรอยู่ตรงปลายเท้าของฉัน? อ่า มันคือคนคนหนึ่ง\n\nสีเลือดหมู\n\nฉันสร้างสิ่งนี้ขึ้นมาเหรอ? ทะเลสีแดงนี้?\nแท้จริงแล้ว ภูเขาศพในมหาสมุทรแห่งเลือด...\n\nแต่ทำไม?\nทำไมหัวใจของฉันยังคงสงบ ไม่มีคลื่นแม้แต่นิดเดียว?,Epic,Dark;Attack,In Carnage I Bloom,ท่ามกลางความหายนะ ข้าจะผลิบาน,Empower Memories that deal Dark damage 20 times in a single adventure.,
Gem_E_Direness,Essence of Direness,แก่นแท้แห่งมหันตภัย,"The lower your <color=yellow>Health</color>, the shorter the <color=yellow>cooldown</color> of this Memory. When your <color=yellow>Health</color> is at 30%, the <color=yellow>cooldown</color> is reduced by up to 55%<sprite=5>.",ยิ่ง <color=yellow>พลังชีวิต</color> ของคุณต่ำลงเท่าไหร่ <color=yellow>คูลดาวน์</color> ของความทรงจำนี้จะยิ่งสั้นลงเท่านั้น เมื่อ <color=yellow>พลังชีวิต</color> ของคุณอยู่ที่ 30% <color=yellow>คูลดาวน์</color> จะลดลงสูงสุด 55%<sprite=5>,"The lower your <color=yellow>Health</color>, the shorter the <color=yellow>cooldown</color> of this Memory. When your <color=yellow>Health</color> is at {0}, the <color=yellow>cooldown</color> is reduced by up to {1}.",ยิ่ง <color=yellow>พลังชีวิต</color> ของคุณต่ำลงเท่าไหร่ <color=yellow>คูลดาวน์</color> ของความทรงจำนี้ก็จะสั้นลงเท่านั้น เมื่อ <color=yellow>พลังชีวิต</color> ของคุณอยู่ที่ {0} <color=yellow>คูลดาวน์</color> จะลดลงสูงสุด {1},"How am I still alive...?\n\n...\n\nI was definitely locked up in the Order's prison.\n...Those Lucid bastards had set a trap.\nThat was my mistake.\nI was too hasty.\n\nIt's strange.\nMy breastplate was shattered, and I was sure at least two of my ribs were broken...\nBut I feel fine. No, I actually feel stronger.\n\nWhere am I? Is this some kind of magic...?\n\n...\nIt's faint, but I can sense it.\nAstrid, my sister...\nI won't let myself slip up again.\n\nJust wait for me. I'm coming.",ฉันยังมีชีวิตอยู่ได้อย่างไร...?\n\n...\n\nฉันถูกขังอยู่ในคุกของ Order อย่างแน่นอน\n...พวกคนทรยศ Lucid พวกนั้นวางกับดัก\nเป็นความผิดพลาดของฉัน\nฉันใจร้อนเกินไป\n\nมันแปลก\nเกราะหน้าอกของฉันแตก และฉันแน่ใจว่าซี่โครงหักอย่างน้อยสองซี่...\nแต่ฉันรู้สึกสบายดี ไม่สิ ฉันรู้สึกแข็งแกร่งขึ้นด้วยซ้ำ\n\nฉันอยู่ที่ไหน? นี่คือเวทมนตร์บางอย่าง...?\n\n...\nมันแผ่วเบา แต่ฉันสัมผัสได้\nแอสทริด น้องสาวของฉัน...\nฉันจะไม่ปล่อยให้ตัวเองพลาดอีกครั้ง\n\nรอฉันก่อน ฉันกำลังไป,Epic,,Desperate Hero,ฮีโร่ผู้สิ้นหวัง,Defeat 30 enemies in a row while your Health is below 40%.,
