"Key","Name_EN","Name_TH","ShortDesc_EN","ShortDesc_TH","Desc_EN","Desc_TH","Lore_EN","Lore_TH","AchievementName_EN","AchievementName_TH","AchievementDesc_EN","AchievementDesc_TH"
"St_C_SparklingWaterGun","Sparkling Water Gun","ปืนฉีดน้ำโซดา","Stun and damage enemies, or heal allies","สตันและสร้างความเสียหายศัตรู หรือรักษาพันธมิตร","Fires a sparkling water gun. Restores 70% Health to allies hit and removes Fire stacks. Deals 1 damage to enemies hit and stuns them for 1.5 seconds. Cooldown only decreases while in combat. [NEWLINE]  [NEWLINE] If the target is an allied summon, healing is increased by 40%.","ยิงปืนฉีดน้ำโซดาใส่เป้าหมาย หากโดนพันธมิตรจะฟื้นฟูเลือด 70% และล้างสถานะไฟไหม้ หากโดนศัตรูจะสร้างความเสียหาย 1 หน่วยและสตัน 1.5 วินาที (คูลดาวน์จะลดลงเฉพาะตอนต่อสู้เท่านั้น) [NEWLINE]  [NEWLINE] หากเป้าหมายเป็นยูนิตอัญเชิญฝ่ายเรา ผลการรักษาจะเพิ่มขึ้น 40%","Backstreet Tips #5: [NEWLINE]  [NEWLINE] Ingredients: Nettles you find along the roadside, and a poisonous herb with red-tipped leaves (don't know the name). [NEWLINE] Preparation: Grind them up in a stone mortar and mix with water. [NEWLINE] Use: Perfect for leaving stains on the fancy cloaks of those pretentious nobles. If any touch their skin, they will be dealing with a tingling itch for days. Consider that a little bonus. [NEWLINE] Analysis: There's nothing better for getting under their skin. [NEWLINE]  [NEWLINE] For rats like us, this is the only way to tug at the cat's whiskers. Life is precious, after all.","เคล็ดลับเด็กหลังซอย #5: [NEWLINE]  [NEWLINE] วัตถุดิบ: ต้นตำแยข้างทาง กับสมุนไพรพิษใบปลายแดง (ไม่รู้เรียกว่าไร) [NEWLINE] วิธีทำ: ตำในครกหินให้แหลกแล้วผสมน้ำ [NEWLINE] วิธีใช้: เหมาะเหม็งสำหรับฝากรอยเปื้อนบนเสื้อคลุมหรูๆ ของพวกขุนนางขี้เก๊ก ถ้าโดนผิวเมื่อไหร่พวกมันจะคันคะเยอไปเป็นวันๆ ถือว่าเป็นของแถม [NEWLINE] วิเคราะห์: ไม่มีอะไรจะกวนประสาทพวกมันได้ดีไปกว่านี้แล้ว [NEWLINE]  [NEWLINE] สำหรับหนูสกปรกอย่างพวกเรา นี่เป็นทางเดียวที่จะกระตุกหนวดเสือได้... ก็ชีวิตมันมีค่านี่หว่า","Pew Pew Pew!","ปิ้ว ปิ้ว ปิ้ว!","Apply buffs to allies other than yourself a total of 200 times.","ร่ายบัฟใส่เพื่อนร่วมทีม (ที่ไม่ใช่ตัวเอง) ครบ 200 ครั้ง"
"St_C_Starfall","Starfall","ดาวตก","Light damage","สร้างความเสียหายธาตุแสง","Calls down 4 falling stars on nearby random enemies. Each falling star deals 70% Light damage.","เรียกดาวตก 4 ดวงลงมาถล่มศัตรูแบบสุ่มในระยะ แต่ละดวงสร้างความเสียหายธาตุแสง 70%",,"","","","",""
"St_C_SwiftSlash","Swift Slash","คมดาบสายฟ้า","Dash, Attack","พุ่งตัวโจมตี","Quickly dash forward and slash enemies, dealing 220% damage and triggering 50% attack effects. The first enemy hit reduces the cooldown by 40%.","พุ่งทะยานไปข้างหน้าและตวาดดาบใส่ศัตรู สร้างความเสียหาย 220% และแสดงผลเอฟเฟกต์การโจมตีพิเศษ 50% (ลดคูลดาวน์ลง 40% หากฟันโดนศัตรูตัวแรก)",,"","","","",""
"St_C_Whirlwind","Spinning Whirlwind","พายุหมุนสังหาร","Spin to attack","หมุนตัวโจมตี","Channels for 3.5 seconds, swinging your sword to deal 240% damage per second to nearby enemies and triggers 35% attack effects. Swings faster with higher Attack Speed.","ร่ายรำเพลงดาบต่อเนื่อง 3.5 วินาที หมุนตัวสร้างความเสียหาย 240% ต่อวินาทีแก่ศัตรูรอบกาย และแสดงผลเอฟเฟกต์การโจมตีพิเศษ 35% (ยิ่งโจมตีเร็ว จะยิ่งหมุนเร็วขึ้น)","Excerpt from the Chronicles of the Forgotten Snowy Mountain: [NEWLINE]  [NEWLINE] In the days before the great mountain was broken, giant children played a game called ""Chasing the Blizzard."" Each child would carry a small wooden axe, mimicking their ruler, Skoll. His wild, spinning destruction appeared to them as a hero's dance and a song of glory. [NEWLINE]  [NEWLINE] The children would spin around until they collapsed from dizziness, dreaming that one day they too might protect the mountain as the great storm itself. [NEWLINE]  [NEWLINE] No one knew. [NEWLINE]  [NEWLINE] The hero's dance they so admired would become the very storm that shattered their world. The song of glory they sang would turn into the mountain's dirge.","บางส่วนจากพงศาวดารแห่งภูเขาหิมะที่ถูกลืมเลือน: [NEWLINE]  [NEWLINE] ในยุคสมัยก่อนที่ขุนเขาใหญ่จะพังทลาย เหล่าเด็กยักษ์ต่างเล่นเกมที่เรียกว่า ""ไล่จับพายุหิมะ"" เด็กแต่ละคนจะถือขวานไม้เล่มเล็ก เลียนแบบ ""สคอลล์"" ผู้ปกครองของพวกเขา การทำลายล้างอันบ้าคลั่งและหมุนวนของเขานั้น ในสายตาเด็กๆ ช่างดูเหมือนการร่ายรำของวีรบุรุษและบทเพลงแห่งเกียรติยศ [NEWLINE]  [NEWLINE] เด็กน้อยพากันหมุนตัวไปเรื่อยๆ จนล้มลงด้วยความวิงเวียน เฝ้าฝันว่าสักวันตนจะได้ปกป้องขุนเขาในฐานะมหาพายุเฉกเช่นเขา [NEWLINE]  [NEWLINE] หารู้ไม่... [NEWLINE]  [NEWLINE] การร่ายรำของวีรบุรุษที่พวกเขาบูชา จะกลายเป็นพายุลูกเดียวกันกับที่บดขยี้โลกของพวกเขาจนแหลกสลาย บทเพลงสรรเสริญที่พวกเขาร้องขับขาน จะแปรเปลี่ยนเป็นบทเพลงไว้อาลัยแด่ขุนเขาแห่งนี้","","","",""
"St_D_AstridsMasterpieceEnGarde","Astrid's Masterpiece - En Garde","ผลงานเอกของแอสทริด: อองการ์ด","",,"The first 3 attacks against individual enemies deal 40% additional damage and grant Mist a 47% Barrier that fades over 1.5 seconds. This effect can be triggered again on each enemy after 6 seconds.","การโจมตี 3 ครั้งแรกใส่ศัตรูแต่ละตัวจะรุนแรงขึ้น 40% และมอบเกราะป้องกัน 47% แก่มิสต์ (เกราะจะค่อยๆ จางหายไปใน 1.5 วินาที) เอฟเฟกต์นี้สามารถเกิดขึ้นได้อีกครั้งกับศัตรูตัวเดิมเมื่อเวลาผ่านไป 6 วินาที","Astrid, my beloved sister. I will find you, no matter what...","แอสทริด น้องรักของพี่... พี่จะตามหาเจ้าให้พบ ไม่ว่าจะต้องแลกด้วยอะไรก็ตาม","","","",""
"St_D_AstridsMasterpiecePriorite","Astrid's Masterpiece - Priorité","ผลงานเอกของแอสทริด: ปริโอริเต้","",,"Every 5 seconds, apply a Mark to a random nearby enemy. Each attack against a Marked enemy grants 25% Movement Speed for 1.5 seconds and deals 35% additional damage. [NEWLINE] Damage dealt to the Mark increases by 50% with each consecutive attack. On the 6th attack, it explodes dealing 200% damage.","ทุกๆ 5 วินาที จะประทับตราใส่ศัตรู 1 ตัวแบบสุ่ม การโจมตีศัตรูที่มีตราประทับจะเพิ่มความเร็วเคลื่อนที่ 25% เป็นเวลา 1.5 วินาที และสร้างความเสียหายเพิ่ม 35% [NEWLINE] ความเสียหายต่อเป้าหมายที่มีตราจะรุนแรงขึ้นเรื่อยๆ 50% ทุกครั้งที่โจมตีต่อเนื่อง เมื่อครบ 6 ครั้ง ตราจะระเบิดสร้างความเสียหาย 200%","I will never give up. For you, Astrid...","ข้าจะไม่มีวันยอมแพ้ เพื่อเจ้า... แอสทริด","Thorny Vines Between the Rocks","เถาหนามแทรกศิลา","Defeat Belphomet within 2 minutes of starting an adventure as Mist.","เอาชนะเบลโฟเมตภายใน 2 นาทีหลังจากเริ่มการผจญภัยด้วยตัวละครมิสต์"
"St_D_BeautifulThreat","Beautiful Threat","ภัยคุกคามอันงดงาม","Ranged basic attacks, enemy damage, ally healing","โจมตีไกล สร้างความเสียหายศัตรูพร้อมรักษาพันธมิตร","Your basic attacks become ranged. Casting any Memory or using Dodge grants 2 stacks of Golden Feather, up to a maximum of 6. While you have Golden Feather stacks, your Attack Speed is increased by 20%. [NEWLINE]  [NEWLINE] When you attack an enemy with feather stacks, one stack is consumed to deal 90% damage and heal Aurena for 14%. When you heal an ally with feather stacks, one stack is consumed to additionally heal the target for 22%.","การโจมตีปกติจะเปลี่ยนเป็นระยะไกล เมื่อใช้ความทรงจำ (Memory) หรือกดหลบหลีก จะได้รับ ""ขนนกทองคำ"" 2 สแต็ก (สะสมได้สูงสุด 6) หากมีสแต็กอยู่ ความเร็วโจมตีจะเพิ่มขึ้น 20% [NEWLINE]  [NEWLINE] การโจมตีศัตรูจะใช้ขนนก 1 สแต็กเพื่อสร้างความเสียหาย 90% และฟื้นฟูเลือดให้ออเรนา 14% ส่วนการรักษาพันธมิตรจะใช้ขนนก 1 สแต็กเพื่อฟื้นฟูเลือดให้เป้าหมายเพิ่มอีก 22%","The golden particles, byproducts of Dismantling Force, crystallize into feather shapes, creating a beautiful and entirely predictable side effect. Each feather, whether used for dismantling or fusion, will serve as the perfect medium for power.","อนุภาคสีทองซึ่งเป็นผลพลอยได้จาก ""พลังสลายโครงสร้าง"" ได้ตกผลึกเป็นรูปทรงขนนก ก่อเกิดเป็นผลข้างเคียงที่งดงามและคาดคำนวณได้แม่นยำ ขนนกแต่ละชิ้น ไม่ว่าจะใช้เพื่อการสลายหรือการผสาน ล้วนเป็นสื่อกลางทางพลังงานที่สมบูรณ์แบบ","Deceiving Looks","ภาพลักษณ์ลวงตา","Defeat 10 Heroic Bosses as Aurena.","เอาชนะบอสระดับวีรบุรุษ 10 ตัวด้วยตัวละครออเรนา"
"St_D_CircleOfLife","Circle of Life","วัฏจักรแห่งชีวิต","",,"On basic attack all of Nachia's Summons heal for 3% of their Maximum Health, and their summon duration increases by 0.3 seconds. 50% of any Attack Speed, Movement Speed, and Armor bonuses Nachia receives are also shared with her summons.","เมื่อโจมตีปกติ ยูนิตอัญเชิญทั้งหมดของนาเชียจะฟื้นฟูเลือด 3% และยืดระยะเวลาคงอยู่เพิ่ม 0.3 วินาที นอกจากนี้ โบนัสความเร็วโจมตี ความเร็วเคลื่อนที่ และเกราะป้องกัน 50% ที่นาเชียได้รับ จะถูกส่งต่อไปยังยูนิตอัญเชิญด้วย","The only law Nachia believes in is the Cycle of Life. She dedicated herself to guarding the natural order, where flowers bloom, wither, and bloom again, all according to providence. But the providence she trusted was shattered when her younger sibling was overtaken by madness.","กฎเพียงข้อเดียวที่นาเชียยึดถือ คือวัฏจักรแห่งชีวิต เธออุทิศตนปกป้องระเบียบแห่งธรรมชาติ ที่ซึ่งบุปผาผลิบาน ร่วงโรย และหวนคืน... ทุกสิ่งล้วนเป็นไปตามลิขิตสวรรค์ ทว่าศรัทธาของเธอกลับต้องพังทลาย เมื่อความวิปลาสได้เข้ากัดกินน้องคนสุดท้องของเธอ","Reincarnation","จุติใหม่","As Nachia, defeat a Guardian of Impermanence without taking any damage.","เอาชนะผู้พิทักษ์แห่งอนิจจังโดยไม่ได้รับความเสียหายเลย ด้วยตัวละครนาเชีย"
"St_D_ConvergencePoint","Converging Stars","ดาราบรรจบ","",,"Casting a Memory or using Flicker grants 10 Attack Damage for 3 seconds. During this time, your basic attacks are empowered, bouncing to up to 2 targets with 50% effectiveness.","เมื่อใช้ความทรงจำ (Memory) หรือใช้ Flicker จะได้รับพลังโจมตีเพิ่มขึ้น 10 หน่วย เป็นเวลา 3 วินาที ในช่วงเวลานี้การโจมตีปกติจะได้รับการเสริมพลังให้ชิ่งไปโดนเป้าหมายอื่นได้อีก 2 ตัว (ความรุนแรงของการชิ่งอยู่ที่ 50%)","With my touch, the stars above gather and dance, with the scattered forces of creation joining like dew beneath the moonlight. [NEWLINE]  [NEWLINE] As the celestial stars align and sing in harmony, my eyes will once again capture the primordial light of creation.","เพียงสัมผัสของข้า... ดวงดาราเบื้องบนต่างมาชุมนุมและเริงระบำ พลังแห่งการสรรค์สร้างที่กระจัดกระจายได้หลอมรวมกันดั่งหยาดน้ำค้างใต้แสงจันทร์ [NEWLINE]  [NEWLINE] ยามเมื่อดวงดาวบนฟากฟ้าเรียงตัวและขับขานบทเพลงประสาน ดวงตาของข้าจักได้ยลแสงแรกแห่งกาลเวลาอีกครา","Ode to the Stars","บทกวีแด่ดวงดารา","Reach 55 Attack Damage with Yubar.","ทำพลังโจมตีให้ถึง 55 หน่วยด้วยตัวละครยูบาร์"
"St_D_DisintegratingClaw","Dismantling Claw","กรงเล็บสลายสสาร","Life steal","ดูดเลือด","Attacks restore 16% of your Health per enemy hit and deal 68% additional damage. Against bosses, additional damage and healing are increased by 100%.","การโจมตีจะฟื้นฟูพลังชีวิต 16% ตามจำนวนศัตรูที่โดน และสร้างความเสียหายเพิ่ม 68% (หากเป้าหมายคือบอส ความแรงและการดูดเลือดจะเพิ่มเป็น 2 เท่า)","The principle is simple: dismantling and reconstruction. It is a perfect cycle, drawing dismantled energy from the target's tissue and integrating it into my body. Truly efficient.","หลักการนั้นเรียบง่าย: สลายโครงสร้าง แล้วสร้างใหม่... มันคือวัฏจักรที่สมบูรณ์แบบ ดึงเอาพลังงานที่สลายจากเนื้อเยื่อของเหยื่อ มาผนวกเข้ากับร่างกายของข้า ช่างเปี่ยมประสิทธิภาพเสียจริง","","","",""
"St_D_DoubleTap","Double Tap","ลั่นไกคู่","",,"Increases Attack Damage by 5 and Critical Strike Chance by 20%. After using a Memory or Nimble Dodge, your next basic attack fires twice.","เพิ่มพลังโจมตี 5 หน่วย และโอกาสคริติคอล 20% หลังจากใช้ความทรงจำ (Memory) หรือม้วนตัวหลบ (Nimble Dodge) การโจมตีปกติครั้งต่อไปจะเป็นการยิงเบิ้ล 2 ครั้ง","Lacerta has never lost a bet. [NEWLINE] One shot for the coin, another for the beer in the opponent's hand.","ลาเซอร์ตาไม่เคยพนันแพ้ใคร [NEWLINE] นัดแรกเจาะเหรียญ อีกนัดเจาะแก้วเบียร์ในมือมัน","BFR 9000","BFR 9000","Reach 120 Attack Damage with Lacerta.","ทำพลังโจมตีให้ถึง 120 หน่วยด้วยตัวละครลาเซอร์ตา"
